country_name,country_ISO,strategy_id,strategy_name,sector_code,sector_name,direct_jobs,indirect_jobs,total_jobs,share_of_total_jobs
Belize,BLZ,Strategy_1004_BLZ,AGRC: Expand conservation agriculture,T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0,0.0,0.0,0.0
Egypt,EGY,Strategy_1004_EGY,AGRC: Expand conservation agriculture,A,"Agriculture, forestry and fishing",12.885301894625078,0.010707650255582771,12.89600954488066,0.6162739144846133
Egypt,EGY,Strategy_1004_EGY,AGRC: Expand conservation agriculture,B,Mining and quarrying,0.0,1.2695059513357239,1.2695059513357239,0.06066709235662399
Egypt,EGY,Strategy_1004_EGY,AGRC: Expand conservation agriculture,C,Manufacturing,2.7165684717069016,0.26752041260031,2.984088884307212,0.14260350316133752
Egypt,EGY,Strategy_1004_EGY,AGRC: Expand conservation agriculture,D,"Electricity, gas, steam and air conditioning supply",0.0,0.0034655205761914905,0.0034655205761914905,0.00016561013884053126
Egypt,EGY,Strategy_1004_EGY,AGRC: Expand conservation agriculture,E,"Water supply; sewerage, waste management and remediation activities",0.0,0.00018338889908959974,0.00018338889908959974,8.763780324576152e-06
Egypt,EGY,Strategy_1004_EGY,AGRC: Expand conservation agriculture,F,Construction,0.0,0.030891593497955717,0.030891593497955717,0.0014762460576194288
Egypt,EGY,Strategy_1004_EGY,AGRC: Expand conservation agriculture,G,Wholesale and retail trade; repair of motor vehicles,0.0,3.1722662538562396,3.1722662538562396,0.15159611469328488
Egypt,EGY,Strategy_1004_EGY,AGRC: Expand conservation agriculture,H,Transportation and storage,0.0,0.24329412128948236,0.24329412128948236,0.011626528344008845
Egypt,EGY,Strategy_1004_EGY,AGRC: Expand conservation agriculture,I,Accommodation and food service activities,0.0,0.006136335185132723,0.006136335185132723,0.0002932429052545652
Egypt,EGY,Strategy_1004_EGY,AGRC: Expand conservation agriculture,J,Information and communication,0.0,0.02020744815237788,0.02020744815237788,0.0009656726083577063
Egypt,EGY,Strategy_1004_EGY,AGRC: Expand conservation agriculture,K,Financial and insurance activities,0.0,0.14045300097888466,0.14045300097888466,0.006711961588825692
Egypt,EGY,Strategy_1004_EGY,AGRC: Expand conservation agriculture,L,Real estate activities,0.0,0.0,0.0,0.0
Egypt,EGY,Strategy_1004_EGY,AGRC: Expand conservation agriculture,M,"Professional, scientific and technical activities",0.0,0.11642569205776815,0.11642569205776815,0.00556374564870756
Egypt,EGY,Strategy_1004_EGY,AGRC: Expand conservation agriculture,N,Administrative and support services,0.0,0.011579445824916513,0.011579445824916513,0.0005533580276324035
Egypt,EGY,Strategy_1004_EGY,AGRC: Expand conservation agriculture,O,Public administration and defence; compulsory social security,0.0,0.024016480598445366,0.024016480598445366,0.0011476984767294278
Egypt,EGY,Strategy_1004_EGY,AGRC: Expand conservation agriculture,P,Education,0.0,0.0030672845231521882,0.0030672845231521882,0.0001465792525464948
Egypt,EGY,Strategy_1004_EGY,AGRC: Expand conservation agriculture,Q,Human health and social work activities,0.0,0.0022551126519033357,0.0022551126519033357,0.0001077672202983087
Egypt,EGY,Strategy_1004_EGY,AGRC: Expand conservation agriculture,R,"Arts, entertainment and recreation",0.0,0.0019293827574347296,0.0019293827574347296,9.220125499483889e-05
Egypt,EGY,Strategy_1004_EGY,AGRC: Expand conservation agriculture,S,Other service activities,0.0,0.0,0.0,0.0
Egypt,EGY,Strategy_1004_EGY,AGRC: Expand conservation agriculture,T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0,0.0,0.0,0.0
Libya,LBY,Strategy_1004_LBY,AGRC: Expand conservation agriculture,A,"Agriculture, forestry and fishing",60.130782430462624,0.00666281392153482,60.13744524438417,0.9373757658416131
Libya,LBY,Strategy_1004_LBY,AGRC: Expand conservation agriculture,B,Mining and quarrying,0.0,0.04149457195425297,0.04149457195425297,0.000646785143695808
Libya,LBY,Strategy_1004_LBY,AGRC: Expand conservation agriculture,C,Manufacturing,2.5570999272521115,0.8643628253692931,3.4214627526214043,0.0533311026932349
Libya,LBY,Strategy_1004_LBY,AGRC: Expand conservation agriculture,D,"Electricity, gas, steam and air conditioning supply",0.0,0.024578736603678354,0.024578736603678354,0.0003831142469332581
Libya,LBY,Strategy_1004_LBY,AGRC: Expand conservation agriculture,E,"Water supply; sewerage, waste management and remediation activities",0.0,3.7200339124327764e-05,3.7200339124327764e-05,5.79849979235538e-07
Libya,LBY,Strategy_1004_LBY,AGRC: Expand conservation agriculture,F,Construction,0.0,0.003919928721727258,0.003919928721727258,6.110080287982895e-05
Libya,LBY,Strategy_1004_LBY,AGRC: Expand conservation agriculture,G,Wholesale and retail trade; repair of motor vehicles,0.0,0.22510464981402548,0.22510464981402548,0.0035087563606409577
Libya,LBY,Strategy_1004_LBY,AGRC: Expand conservation agriculture,H,Transportation and storage,0.0,0.08772780526912319,0.08772780526912319,0.0013674328584390193
Libya,LBY,Strategy_1004_LBY,AGRC: Expand conservation agriculture,I,Accommodation and food service activities,0.0,0.016078042386125008,0.016078042386125008,0.0002506120310512399
Libya,LBY,Strategy_1004_LBY,AGRC: Expand conservation agriculture,J,Information and communication,0.0,0.03457881943588585,0.03457881943588585,0.0005389877674199874
Libya,LBY,Strategy_1004_LBY,AGRC: Expand conservation agriculture,K,Financial and insurance activities,0.0,0.01713101323779907,0.01713101323779907,0.0002670249224616718
Libya,LBY,Strategy_1004_LBY,AGRC: Expand conservation agriculture,L,Real estate activities,0.0,0.06425064566726858,0.06425064566726858,0.0010014891378146498
Libya,LBY,Strategy_1004_LBY,AGRC: Expand conservation agriculture,M,"Professional, scientific and technical activities",0.0,0.043718741031486624,0.043718741031486624,0.0006814537629505946
Libya,LBY,Strategy_1004_LBY,AGRC: Expand conservation agriculture,N,Administrative and support services,0.0,0.03370240246650121,0.03370240246650121,0.0005253268607330637
Libya,LBY,Strategy_1004_LBY,AGRC: Expand conservation agriculture,O,Public administration and defence; compulsory social security,0.0,0.0014548319598609361,0.0014548319598609361,2.2676790093154965e-05
Libya,LBY,Strategy_1004_LBY,AGRC: Expand conservation agriculture,P,Education,0.0,0.00119090109449676,0.00119090109449676,1.8562840854962352e-05
Libya,LBY,Strategy_1004_LBY,AGRC: Expand conservation agriculture,Q,Human health and social work activities,0.0,0.0005017056970481143,0.0005017056970481143,7.820198548282917e-06
Libya,LBY,Strategy_1004_LBY,AGRC: Expand conservation agriculture,R,"Arts, entertainment and recreation",0.0,0.0007318744783861894,0.0007318744783861894,1.14078906559678e-05
Libya,LBY,Strategy_1004_LBY,AGRC: Expand conservation agriculture,S,Other service activities,0.0,0.0,0.0,0.0
Libya,LBY,Strategy_1004_LBY,AGRC: Expand conservation agriculture,T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0,0.0,0.0,0.0
Morocco,MAR,Strategy_1004_MAR,AGRC: Expand conservation agriculture,A,"Agriculture, forestry and fishing",9.321117675101915,0.055090344660139706,9.376208019762055,0.7422426092142239
Morocco,MAR,Strategy_1004_MAR,AGRC: Expand conservation agriculture,B,Mining and quarrying,0.0,0.027693895511076788,0.027693895511076788,0.0021923136965522837
Morocco,MAR,Strategy_1004_MAR,AGRC: Expand conservation agriculture,C,Manufacturing,0.8834369279037172,0.33796911514917666,1.2214060430528935,0.0966893659350155
Morocco,MAR,Strategy_1004_MAR,AGRC: Expand conservation agriculture,D,"Electricity, gas, steam and air conditioning supply",0.0,0.1250333102986839,0.1250333102986839,0.009897929981841634
Morocco,MAR,Strategy_1004_MAR,AGRC: Expand conservation agriculture,E,"Water supply; sewerage, waste management and remediation activities",0.0,0.0016421205538086807,0.0016421205538086807,0.00012999411296489056
Morocco,MAR,Strategy_1004_MAR,AGRC: Expand conservation agriculture,F,Construction,0.0,0.006357410859183305,0.006357410859183305,0.000503267548461111
Morocco,MAR,Strategy_1004_MAR,AGRC: Expand conservation agriculture,G,Wholesale and retail trade; repair of motor vehicles,0.0,1.2229904539183514,1.2229904539183514,0.0968147916137511
Morocco,MAR,Strategy_1004_MAR,AGRC: Expand conservation agriculture,H,Transportation and storage,0.0,0.22444774993657166,0.22444774993657166,0.0177678100991418
Morocco,MAR,Strategy_1004_MAR,AGRC: Expand conservation agriculture,I,Accommodation and food service activities,0.0,0.04824063962613441,0.04824063962613441,0.0038188421322134618
Morocco,MAR,Strategy_1004_MAR,AGRC: Expand conservation agriculture,J,Information and communication,0.0,0.04853346617865815,0.04853346617865815,0.0038420229686384135
Morocco,MAR,Strategy_1004_MAR,AGRC: Expand conservation agriculture,K,Financial and insurance activities,0.0,0.06987972783195097,0.06987972783195097,0.005531843087082381
Morocco,MAR,Strategy_1004_MAR,AGRC: Expand conservation agriculture,L,Real estate activities,0.0,0.022857196127069063,0.022857196127069063,0.0018094292337498224
Morocco,MAR,Strategy_1004_MAR,AGRC: Expand conservation agriculture,M,"Professional, scientific and technical activities",0.0,0.07459728515984387,0.07459728515984387,0.005905295985396147
Morocco,MAR,Strategy_1004_MAR,AGRC: Expand conservation agriculture,N,Administrative and support services,0.0,0.020042167962666026,0.020042167962666026,0.001586585004467134
Morocco,MAR,Strategy_1004_MAR,AGRC: Expand conservation agriculture,O,Public administration and defence; compulsory social security,0.0,0.032430479479336735,0.032430479479336735,0.0025672727883251584
Morocco,MAR,Strategy_1004_MAR,AGRC: Expand conservation agriculture,P,Education,0.0,0.07062143063024216,0.07062143063024216,0.00559055801950547
Morocco,MAR,Strategy_1004_MAR,AGRC: Expand conservation agriculture,Q,Human health and social work activities,0.0,0.03244561569317516,0.03244561569317516,0.0025684710064992197
Morocco,MAR,Strategy_1004_MAR,AGRC: Expand conservation agriculture,R,"Arts, entertainment and recreation",0.0,0.006841606014840882,0.006841606014840882,0.0005415975721707692
Morocco,MAR,Strategy_1004_MAR,AGRC: Expand conservation agriculture,S,Other service activities,0.0,0.0,0.0,0.0
Morocco,MAR,Strategy_1004_MAR,AGRC: Expand conservation agriculture,T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0,0.0,0.0,0.0
Mexico,MEX,Strategy_1004_MEX,AGRC: Expand conservation agriculture,A,"Agriculture, forestry and fishing",0.13690942337177633,0.02347849601866773,0.16038791939044403,0.1582745755532625
Mexico,MEX,Strategy_1004_MEX,AGRC: Expand conservation agriculture,B,Mining and quarrying,0.0,0.0347221729245292,0.0347221729245292,0.03426465785455082
Mexico,MEX,Strategy_1004_MEX,AGRC: Expand conservation agriculture,C,Manufacturing,0.050547221590519005,0.05815981542624797,0.10870703701676694,0.10727466388286283
Mexico,MEX,Strategy_1004_MEX,AGRC: Expand conservation agriculture,D,"Electricity, gas, steam and air conditioning supply",0.0,0.008098701299823218,0.008098701299823218,0.00799198914502875
Mexico,MEX,Strategy_1004_MEX,AGRC: Expand conservation agriculture,E,"Water supply; sewerage, waste management and remediation activities",0.0,0.0008777939694704956,0.0008777939694704956,0.0008662277587312713
Mexico,MEX,Strategy_1004_MEX,AGRC: Expand conservation agriculture,F,Construction,0.0,0.00016999713543952894,0.00016999713543952894,0.00016775717622137195
Mexico,MEX,Strategy_1004_MEX,AGRC: Expand conservation agriculture,G,Wholesale and retail trade; repair of motor vehicles,0.0,0.5953226055887039,0.5953226055887039,0.5874783654212571
Mexico,MEX,Strategy_1004_MEX,AGRC: Expand conservation agriculture,H,Transportation and storage,0.0,0.05361540216844958,0.05361540216844958,0.0529089413565547
Mexico,MEX,Strategy_1004_MEX,AGRC: Expand conservation agriculture,I,Accommodation and food service activities,0.0,0.003971859256046962,0.003971859256046962,0.003919524240337422
Mexico,MEX,Strategy_1004_MEX,AGRC: Expand conservation agriculture,J,Information and communication,0.0,0.003065483492969623,0.003065483492969623,0.003025091294651505
Mexico,MEX,Strategy_1004_MEX,AGRC: Expand conservation agriculture,K,Financial and insurance activities,0.0,0.03568100880397396,0.03568100880397396,0.035210859678361
Mexico,MEX,Strategy_1004_MEX,AGRC: Expand conservation agriculture,L,Real estate activities,0.0,0.006699167674810302,0.006699167674810302,0.006610896408660006
Mexico,MEX,Strategy_1004_MEX,AGRC: Expand conservation agriculture,M,"Professional, scientific and technical activities",0.0,0.000458136206951342,0.000458136206951342,0.00045209959687977306
Mexico,MEX,Strategy_1004_MEX,AGRC: Expand conservation agriculture,N,Administrative and support services,0.0,0.001316243898799063,0.001316243898799063,0.0012989004732946573
Mexico,MEX,Strategy_1004_MEX,AGRC: Expand conservation agriculture,O,Public administration and defence; compulsory social security,0.0,0.00020846368085197917,0.00020846368085197917,0.00020571686901677956
Mexico,MEX,Strategy_1004_MEX,AGRC: Expand conservation agriculture,P,Education,0.0,1.1719163785048589e-05,1.1719163785048589e-05,1.1564746777482312e-05
Mexico,MEX,Strategy_1004_MEX,AGRC: Expand conservation agriculture,Q,Human health and social work activities,0.0,2.9013529468934074e-05,2.9013529468934074e-05,2.863123406956056e-05
Mexico,MEX,Strategy_1004_MEX,AGRC: Expand conservation agriculture,R,"Arts, entertainment and recreation",0.0,9.664655357189294e-06,9.664655357189294e-06,9.537309482791621e-06
Mexico,MEX,Strategy_1004_MEX,AGRC: Expand conservation agriculture,S,Other service activities,0.0,0.0,0.0,0.0
Mexico,MEX,Strategy_1004_MEX,AGRC: Expand conservation agriculture,T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0,0.0,0.0,0.0
Uganda,UGA,Strategy_1004_UGA,AGRC: Expand conservation agriculture,A,"Agriculture, forestry and fishing",83.04550206141992,0.0191621623906257,83.06466422381054,0.798025535414445
Uganda,UGA,Strategy_1004_UGA,AGRC: Expand conservation agriculture,B,Mining and quarrying,0.0,3.9173343296363754,3.9173343296363754,0.03763493002731415
Uganda,UGA,Strategy_1004_UGA,AGRC: Expand conservation agriculture,C,Manufacturing,6.501447294722862,0.8661459132584167,7.367593207981278,0.0707825351424188
Uganda,UGA,Strategy_1004_UGA,AGRC: Expand conservation agriculture,D,"Electricity, gas, steam and air conditioning supply",0.0,0.12600991390828079,0.12600991390828079,0.0012106125986765688
Uganda,UGA,Strategy_1004_UGA,AGRC: Expand conservation agriculture,E,"Water supply; sewerage, waste management and remediation activities",0.0,0.003349576192692128,0.003349576192692128,3.218031830457196e-05
Uganda,UGA,Strategy_1004_UGA,AGRC: Expand conservation agriculture,F,Construction,0.0,0.0561030937465034,0.0561030937465034,0.0005389981629833199
Uganda,UGA,Strategy_1004_UGA,AGRC: Expand conservation agriculture,G,Wholesale and retail trade; repair of motor vehicles,0.0,6.849490374636137,6.849490374636137,0.06580497585359815
Uganda,UGA,Strategy_1004_UGA,AGRC: Expand conservation agriculture,H,Transportation and storage,0.0,1.0815485081652447,1.0815485081652447,0.010390739977949065
Uganda,UGA,Strategy_1004_UGA,AGRC: Expand conservation agriculture,I,Accommodation and food service activities,0.0,0.0260626010178283,0.0260626010178283,0.0002503907206017881
Uganda,UGA,Strategy_1004_UGA,AGRC: Expand conservation agriculture,J,Information and communication,0.0,0.09557363677862293,0.09557363677862293,0.0009182027445059286
Uganda,UGA,Strategy_1004_UGA,AGRC: Expand conservation agriculture,K,Financial and insurance activities,0.0,0.49637743992925526,0.49637743992925526,0.004768837338580932
Uganda,UGA,Strategy_1004_UGA,AGRC: Expand conservation agriculture,L,Real estate activities,0.0,1.481820803468751e-05,1.481820803468751e-05,1.4236268227006687e-07
Uganda,UGA,Strategy_1004_UGA,AGRC: Expand conservation agriculture,M,"Professional, scientific and technical activities",0.0,0.4977501844061728,0.4977501844061728,0.0047820256799342145
Uganda,UGA,Strategy_1004_UGA,AGRC: Expand conservation agriculture,N,Administrative and support services,0.0,0.21001175063269023,0.21001175063269023,0.00201764181325537
Uganda,UGA,Strategy_1004_UGA,AGRC: Expand conservation agriculture,O,Public administration and defence; compulsory social security,0.0,0.20169169238981577,0.20169169238981577,0.0019377086792808631
Uganda,UGA,Strategy_1004_UGA,AGRC: Expand conservation agriculture,P,Education,0.0,0.030902446498444605,0.030902446498444605,0.00029688847409399896
Uganda,UGA,Strategy_1004_UGA,AGRC: Expand conservation agriculture,Q,Human health and social work activities,0.0,0.01811251144550617,0.01811251144550617,0.000174011979450788
Uganda,UGA,Strategy_1004_UGA,AGRC: Expand conservation agriculture,R,"Arts, entertainment and recreation",0.0,0.045136884298311,0.045136884298311,0.0004336427119243591
Uganda,UGA,Strategy_1004_UGA,AGRC: Expand conservation agriculture,S,Other service activities,0.0,0.0,0.0,0.0
Uganda,UGA,Strategy_1004_UGA,AGRC: Expand conservation agriculture,T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0,0.0,0.0,0.0
Bulgaria,BGR,Strategy_1005_BGR,AGRC: Improve crop productivity,A,"Agriculture, forestry and fishing",1.9868263482482598,0.0037632837974351757,1.9905896320456948,0.30939129742734306
Bulgaria,BGR,Strategy_1005_BGR,AGRC: Improve crop productivity,B,Mining and quarrying,0.0,0.004667121561061886,0.004667121561061886,0.0007253965216045678
Bulgaria,BGR,Strategy_1005_BGR,AGRC: Improve crop productivity,C,Manufacturing,1.1551015505767834,0.1436492057741836,1.298750756350967,0.20186088336510777
Bulgaria,BGR,Strategy_1005_BGR,AGRC: Improve crop productivity,D,"Electricity, gas, steam and air conditioning supply",0.0,0.04229637193113871,0.04229637193113871,0.0065739965573899176
Bulgaria,BGR,Strategy_1005_BGR,AGRC: Improve crop productivity,E,"Water supply; sewerage, waste management and remediation activities",0.0,0.009255366434117843,0.009255366434117843,0.0014385334792859344
Bulgaria,BGR,Strategy_1005_BGR,AGRC: Improve crop productivity,F,Construction,0.0,0.0638703599978244,0.0638703599978244,0.009927175962717333
Bulgaria,BGR,Strategy_1005_BGR,AGRC: Improve crop productivity,G,Wholesale and retail trade; repair of motor vehicles,0.0,1.4954677091315471,1.4954677091315471,0.23243600154463417
Bulgaria,BGR,Strategy_1005_BGR,AGRC: Improve crop productivity,H,Transportation and storage,0.11166913885342401,0.06290928277405192,0.17457842162747592,0.02713419355783252
Bulgaria,BGR,Strategy_1005_BGR,AGRC: Improve crop productivity,I,Accommodation and food service activities,0.0,0.039413254655845845,0.039413254655845845,0.006125882400620529
Bulgaria,BGR,Strategy_1005_BGR,AGRC: Improve crop productivity,J,Information and communication,0.0,0.4742483166669988,0.4742483166669988,0.07371097469524447
Bulgaria,BGR,Strategy_1005_BGR,AGRC: Improve crop productivity,K,Financial and insurance activities,0.0,0.2817234924903809,0.2817234924903809,0.0437874263254278
Bulgaria,BGR,Strategy_1005_BGR,AGRC: Improve crop productivity,L,Real estate activities,0.0,0.14985425695985366,0.14985425695985366,0.023291391776301226
Bulgaria,BGR,Strategy_1005_BGR,AGRC: Improve crop productivity,M,"Professional, scientific and technical activities",0.0,0.25522711144708116,0.25522711144708116,0.03966917433810529
Bulgaria,BGR,Strategy_1005_BGR,AGRC: Improve crop productivity,N,Administrative and support services,0.0,0.06732516501424264,0.06732516501424264,0.010464145807822805
Bulgaria,BGR,Strategy_1005_BGR,AGRC: Improve crop productivity,O,Public administration and defence; compulsory social security,0.0,0.02780547373519969,0.02780547373519969,0.0043217202863025175
Bulgaria,BGR,Strategy_1005_BGR,AGRC: Improve crop productivity,P,Education,0.0,0.013266298320278959,0.013266298320278959,0.002061940433775488
Bulgaria,BGR,Strategy_1005_BGR,AGRC: Improve crop productivity,Q,Human health and social work activities,0.0,0.03211429257998918,0.03211429257998918,0.004991426905541154
Bulgaria,BGR,Strategy_1005_BGR,AGRC: Improve crop productivity,R,"Arts, entertainment and recreation",0.0,0.013436784708033295,0.013436784708033295,0.002088438614943451
Bulgaria,BGR,Strategy_1005_BGR,AGRC: Improve crop productivity,S,Other service activities,0.0,0.0,0.0,0.0
Bulgaria,BGR,Strategy_1005_BGR,AGRC: Improve crop productivity,T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0,0.0,0.0,0.0
Belize,BLZ,Strategy_1005_BLZ,AGRC: Improve crop productivity,A,"Agriculture, forestry and fishing",0.002118992731488897,0.005096388864253321,0.0072153815957422185,0.0009737872338583648
Belize,BLZ,Strategy_1005_BLZ,AGRC: Improve crop productivity,B,Mining and quarrying,0.0,0.2828386407781719,0.2828386407781719,0.038171876840743
Belize,BLZ,Strategy_1005_BLZ,AGRC: Improve crop productivity,C,Manufacturing,4.3346683212657595,0.056789500699742104,4.391457821965502,0.5926707421241487
Belize,BLZ,Strategy_1005_BLZ,AGRC: Improve crop productivity,D,"Electricity, gas, steam and air conditioning supply",0.0,0.055165477261115946,0.055165477261115946,0.007445127716914979
Belize,BLZ,Strategy_1005_BLZ,AGRC: Improve crop productivity,E,"Water supply; sewerage, waste management and remediation activities",0.0,0.00034864382006562065,0.00034864382006562065,4.7052937760610656e-05
Belize,BLZ,Strategy_1005_BLZ,AGRC: Improve crop productivity,F,Construction,0.0,0.10788476572845972,0.10788476572845972,0.014560118020115292
Belize,BLZ,Strategy_1005_BLZ,AGRC: Improve crop productivity,G,Wholesale and retail trade; repair of motor vehicles,0.0,1.5031577470036228,1.5031577470036228,0.2028660307268002
Belize,BLZ,Strategy_1005_BLZ,AGRC: Improve crop productivity,H,Transportation and storage,0.3568598456328798,0.016345190901923018,0.37320503653480286,0.05036771726719075
Belize,BLZ,Strategy_1005_BLZ,AGRC: Improve crop productivity,I,Accommodation and food service activities,0.0,0.2819133173575343,0.2819133173575343,0.038046995277342566
