"","Country","Strategy_id","Strategy","Sector","Direct_Jobs","Indirect_Jobs","Total_Jobs","Total_Jobs_distribution","ssp_sector","ssp_transformation_name"
"7918","MAR",3016,"INEN: Fuel switch low-temp thermal processes to industrial heat pumps with renewable energy production","Others",0,0.0068,0.0068,0.001,"INEN"," Fuel switch low-temp thermal processes to industrial heat pumps with renewable energy production"
"7919","MAR",3016,"INEN: Fuel switch low-temp thermal processes to industrial heat pumps with renewable energy production","Petroleum, Chemical and Non-Metallic Mineral Products",0.3103,0.194,0.5043,0.0707,"INEN"," Fuel switch low-temp thermal processes to industrial heat pumps with renewable energy production"
"7920","MAR",3016,"INEN: Fuel switch low-temp thermal processes to industrial heat pumps with renewable energy production","Post and Telecommunications",0.2638,0.1077,0.3714,0.052,"INEN"," Fuel switch low-temp thermal processes to industrial heat pumps with renewable energy production"
"7921","MAR",3016,"INEN: Fuel switch low-temp thermal processes to industrial heat pumps with renewable energy production","Private Households",0,0,0,0,"INEN"," Fuel switch low-temp thermal processes to industrial heat pumps with renewable energy production"
"7922","MAR",3016,"INEN: Fuel switch low-temp thermal processes to industrial heat pumps with renewable energy production","Public Administration",0,0.0016,0.0016,2e-04,"INEN"," Fuel switch low-temp thermal processes to industrial heat pumps with renewable energy production"
"7923","MAR",3016,"INEN: Fuel switch low-temp thermal processes to industrial heat pumps with renewable energy production","Re-export & Re-import",0,0,0,0,"INEN"," Fuel switch low-temp thermal processes to industrial heat pumps with renewable energy production"
"7924","MAR",3016,"INEN: Fuel switch low-temp thermal processes to industrial heat pumps with renewable energy production","Recycling",0,0.0017,0.0017,2e-04,"INEN"," Fuel switch low-temp thermal processes to industrial heat pumps with renewable energy production"
"7925","MAR",3016,"INEN: Fuel switch low-temp thermal processes to industrial heat pumps with renewable energy production","Retail Trade",0,0.1077,0.1077,0.0151,"INEN"," Fuel switch low-temp thermal processes to industrial heat pumps with renewable energy production"
"7926","MAR",3016,"INEN: Fuel switch low-temp thermal processes to industrial heat pumps with renewable energy production","Textiles and Wearing Apparel",0.022,0.0016,0.0235,0.0033,"INEN"," Fuel switch low-temp thermal processes to industrial heat pumps with renewable energy production"
"7927","MAR",3016,"INEN: Fuel switch low-temp thermal processes to industrial heat pumps with renewable energy production","Transport",0.1726,0.1477,0.3203,0.0449,"INEN"," Fuel switch low-temp thermal processes to industrial heat pumps with renewable energy production"
"7928","MAR",3016,"INEN: Fuel switch low-temp thermal processes to industrial heat pumps with renewable energy production","Transport Equipment",0.0343,0.0404,0.0747,0.0105,"INEN"," Fuel switch low-temp thermal processes to industrial heat pumps with renewable energy production"
"7929","MAR",3016,"INEN: Fuel switch low-temp thermal processes to industrial heat pumps with renewable energy production","Wholesale Trade",0,0.4861,0.4861,0.0681,"INEN"," Fuel switch low-temp thermal processes to industrial heat pumps with renewable energy production"
"7930","MAR",3016,"INEN: Fuel switch low-temp thermal processes to industrial heat pumps with renewable energy production","Wood and Paper",0.0474,0.1277,0.175,0.0245,"INEN"," Fuel switch low-temp thermal processes to industrial heat pumps with renewable energy production"
"7931","MAR",3017,"INEN: Fuel switch medium and high-temp thermal processes to hydrogen and electricity","Agriculture",0,0.0495,0.0495,0.0067,"INEN"," Fuel switch medium and high-temp thermal processes to hydrogen and electricity"
"7932","MAR",3017,"INEN: Fuel switch medium and high-temp thermal processes to hydrogen and electricity","Construction",1.4794,0.0483,1.5277,0.2054,"INEN"," Fuel switch medium and high-temp thermal processes to hydrogen and electricity"
"7933","MAR",3017,"INEN: Fuel switch medium and high-temp thermal processes to hydrogen and electricity","Education, Health and Other Services",0,0.0305,0.0305,0.0041,"INEN"," Fuel switch medium and high-temp thermal processes to hydrogen and electricity"
"7934","MAR",3017,"INEN: Fuel switch medium and high-temp thermal processes to hydrogen and electricity","Electrical and Machinery",2.064,0.0669,2.1309,0.2865,"INEN"," Fuel switch medium and high-temp thermal processes to hydrogen and electricity"
"7935","MAR",3017,"INEN: Fuel switch medium and high-temp thermal processes to hydrogen and electricity","Electricity, Gas and Water",0,0.1056,0.1056,0.0142,"INEN"," Fuel switch medium and high-temp thermal processes to hydrogen and electricity"
"7936","MAR",3017,"INEN: Fuel switch medium and high-temp thermal processes to hydrogen and electricity","Financial Intermediation and Business Activities",0,0.5116,0.5116,0.0688,"INEN"," Fuel switch medium and high-temp thermal processes to hydrogen and electricity"
"7937","MAR",3017,"INEN: Fuel switch medium and high-temp thermal processes to hydrogen and electricity","Fishing",0,0.0028,0.0028,4e-04,"INEN"," Fuel switch medium and high-temp thermal processes to hydrogen and electricity"
"7938","MAR",3017,"INEN: Fuel switch medium and high-temp thermal processes to hydrogen and electricity","Food & Beverages",0.0129,0.0016,0.0145,0.0019,"INEN"," Fuel switch medium and high-temp thermal processes to hydrogen and electricity"
"7939","MAR",3017,"INEN: Fuel switch medium and high-temp thermal processes to hydrogen and electricity","Hotels and Restaurants",0,0.025,0.025,0.0034,"INEN"," Fuel switch medium and high-temp thermal processes to hydrogen and electricity"
"7940","MAR",3017,"INEN: Fuel switch medium and high-temp thermal processes to hydrogen and electricity","Maintenance and Repair",0,0.013,0.013,0.0017,"INEN"," Fuel switch medium and high-temp thermal processes to hydrogen and electricity"
"7941","MAR",3017,"INEN: Fuel switch medium and high-temp thermal processes to hydrogen and electricity","Metal Products",0.3853,0.3495,0.7348,0.0988,"INEN"," Fuel switch medium and high-temp thermal processes to hydrogen and electricity"
"7942","MAR",3017,"INEN: Fuel switch medium and high-temp thermal processes to hydrogen and electricity","Mining and Quarrying",0,0.0166,0.0166,0.0022,"INEN"," Fuel switch medium and high-temp thermal processes to hydrogen and electricity"
"7943","MAR",3017,"INEN: Fuel switch medium and high-temp thermal processes to hydrogen and electricity","Other Manufacturing",0.0423,0.0374,0.0797,0.0107,"INEN"," Fuel switch medium and high-temp thermal processes to hydrogen and electricity"
"7944","MAR",3017,"INEN: Fuel switch medium and high-temp thermal processes to hydrogen and electricity","Others",0,0.0073,0.0073,0.001,"INEN"," Fuel switch medium and high-temp thermal processes to hydrogen and electricity"
"7945","MAR",3017,"INEN: Fuel switch medium and high-temp thermal processes to hydrogen and electricity","Petroleum, Chemical and Non-Metallic Mineral Products",0.2172,0.2108,0.428,0.0575,"INEN"," Fuel switch medium and high-temp thermal processes to hydrogen and electricity"
"7946","MAR",3017,"INEN: Fuel switch medium and high-temp thermal processes to hydrogen and electricity","Post and Telecommunications",0.3165,0.1145,0.431,0.0579,"INEN"," Fuel switch medium and high-temp thermal processes to hydrogen and electricity"
"7947","MAR",3017,"INEN: Fuel switch medium and high-temp thermal processes to hydrogen and electricity","Private Households",0,0,0,0,"INEN"," Fuel switch medium and high-temp thermal processes to hydrogen and electricity"
"7948","MAR",3017,"INEN: Fuel switch medium and high-temp thermal processes to hydrogen and electricity","Public Administration",0,0.0017,0.0017,2e-04,"INEN"," Fuel switch medium and high-temp thermal processes to hydrogen and electricity"
"7949","MAR",3017,"INEN: Fuel switch medium and high-temp thermal processes to hydrogen and electricity","Re-export & Re-import",0,0,0,0,"INEN"," Fuel switch medium and high-temp thermal processes to hydrogen and electricity"
"7950","MAR",3017,"INEN: Fuel switch medium and high-temp thermal processes to hydrogen and electricity","Recycling",0,0.0021,0.0021,3e-04,"INEN"," Fuel switch medium and high-temp thermal processes to hydrogen and electricity"
"7951","MAR",3017,"INEN: Fuel switch medium and high-temp thermal processes to hydrogen and electricity","Retail Trade",0,0.1153,0.1153,0.0155,"INEN"," Fuel switch medium and high-temp thermal processes to hydrogen and electricity"
"7952","MAR",3017,"INEN: Fuel switch medium and high-temp thermal processes to hydrogen and electricity","Textiles and Wearing Apparel",0.022,0.0016,0.0236,0.0032,"INEN"," Fuel switch medium and high-temp thermal processes to hydrogen and electricity"
"7953","MAR",3017,"INEN: Fuel switch medium and high-temp thermal processes to hydrogen and electricity","Transport",0.2588,0.1506,0.4094,0.055,"INEN"," Fuel switch medium and high-temp thermal processes to hydrogen and electricity"
"7954","MAR",3017,"INEN: Fuel switch medium and high-temp thermal processes to hydrogen and electricity","Transport Equipment",0.0343,0.0433,0.0777,0.0104,"INEN"," Fuel switch medium and high-temp thermal processes to hydrogen and electricity"
"7955","MAR",3017,"INEN: Fuel switch medium and high-temp thermal processes to hydrogen and electricity","Wholesale Trade",0,0.5183,0.5183,0.0697,"INEN"," Fuel switch medium and high-temp thermal processes to hydrogen and electricity"
"7956","MAR",3017,"INEN: Fuel switch medium and high-temp thermal processes to hydrogen and electricity","Wood and Paper",0.0474,0.134,0.1814,0.0244,"INEN"," Fuel switch medium and high-temp thermal processes to hydrogen and electricity"
"7957","MAR",3018,"INEN: Fuel switch medium and high-temp thermal processes to hydrogen and electricity with renewable energy production","Agriculture",0.1297,0.0485,0.1783,0.025,"INEN"," Fuel switch medium and high-temp thermal processes to hydrogen and electricity with renewable energy production"
"7958","MAR",3018,"INEN: Fuel switch medium and high-temp thermal processes to hydrogen and electricity with renewable energy production","Construction",1.3561,0.0515,1.4076,0.1972,"INEN"," Fuel switch medium and high-temp thermal processes to hydrogen and electricity with renewable energy production"
"7959","MAR",3018,"INEN: Fuel switch medium and high-temp thermal processes to hydrogen and electricity with renewable energy production","Education, Health and Other Services",0.1076,0.0294,0.1371,0.0192,"INEN"," Fuel switch medium and high-temp thermal processes to hydrogen and electricity with renewable energy production"
"7960","MAR",3018,"INEN: Fuel switch medium and high-temp thermal processes to hydrogen and electricity with renewable energy production","Electrical and Machinery",1.9264,0.0615,1.9878,0.2785,"INEN"," Fuel switch medium and high-temp thermal processes to hydrogen and electricity with renewable energy production"
"7961","MAR",3018,"INEN: Fuel switch medium and high-temp thermal processes to hydrogen and electricity with renewable energy production","Electricity, Gas and Water",0.0823,0.098,0.1803,0.0253,"INEN"," Fuel switch medium and high-temp thermal processes to hydrogen and electricity with renewable energy production"
"7962","MAR",3018,"INEN: Fuel switch medium and high-temp thermal processes to hydrogen and electricity with renewable energy production","Financial Intermediation and Business Activities",0.0383,0.4876,0.5259,0.0737,"INEN"," Fuel switch medium and high-temp thermal processes to hydrogen and electricity with renewable energy production"
"7963","MAR",3018,"INEN: Fuel switch medium and high-temp thermal processes to hydrogen and electricity with renewable energy production","Fishing",0,0.0029,0.0029,4e-04,"INEN"," Fuel switch medium and high-temp thermal processes to hydrogen and electricity with renewable energy production"
"7964","MAR",3018,"INEN: Fuel switch medium and high-temp thermal processes to hydrogen and electricity with renewable energy production","Food & Beverages",0.0129,0.0021,0.015,0.0021,"INEN"," Fuel switch medium and high-temp thermal processes to hydrogen and electricity with renewable energy production"
"7965","MAR",3018,"INEN: Fuel switch medium and high-temp thermal processes to hydrogen and electricity with renewable energy production","Hotels and Restaurants",0,0.0244,0.0244,0.0034,"INEN"," Fuel switch medium and high-temp thermal processes to hydrogen and electricity with renewable energy production"
"7966","MAR",3018,"INEN: Fuel switch medium and high-temp thermal processes to hydrogen and electricity with renewable energy production","Maintenance and Repair",0,0.0122,0.0122,0.0017,"INEN"," Fuel switch medium and high-temp thermal processes to hydrogen and electricity with renewable energy production"
"7967","MAR",3018,"INEN: Fuel switch medium and high-temp thermal processes to hydrogen and electricity with renewable energy production","Metal Products",0.1651,0.3296,0.4947,0.0693,"INEN"," Fuel switch medium and high-temp thermal processes to hydrogen and electricity with renewable energy production"
"7968","MAR",3018,"INEN: Fuel switch medium and high-temp thermal processes to hydrogen and electricity with renewable energy production","Mining and Quarrying",0,0.0198,0.0198,0.0028,"INEN"," Fuel switch medium and high-temp thermal processes to hydrogen and electricity with renewable energy production"
"7969","MAR",3018,"INEN: Fuel switch medium and high-temp thermal processes to hydrogen and electricity with renewable energy production","Other Manufacturing",0.0423,0.035,0.0773,0.0108,"INEN"," Fuel switch medium and high-temp thermal processes to hydrogen and electricity with renewable energy production"
"7970","MAR",3018,"INEN: Fuel switch medium and high-temp thermal processes to hydrogen and electricity with renewable energy production","Others",0,0.0068,0.0068,0.001,"INEN"," Fuel switch medium and high-temp thermal processes to hydrogen and electricity with renewable energy production"
"7971","MAR",3018,"INEN: Fuel switch medium and high-temp thermal processes to hydrogen and electricity with renewable energy production","Petroleum, Chemical and Non-Metallic Mineral Products",0.3103,0.194,0.5043,0.0707,"INEN"," Fuel switch medium and high-temp thermal processes to hydrogen and electricity with renewable energy production"
"7972","MAR",3018,"INEN: Fuel switch medium and high-temp thermal processes to hydrogen and electricity with renewable energy production","Post and Telecommunications",0.2638,0.1077,0.3714,0.052,"INEN"," Fuel switch medium and high-temp thermal processes to hydrogen and electricity with renewable energy production"
"7973","MAR",3018,"INEN: Fuel switch medium and high-temp thermal processes to hydrogen and electricity with renewable energy production","Private Households",0,0,0,0,"INEN"," Fuel switch medium and high-temp thermal processes to hydrogen and electricity with renewable energy production"
"7974","MAR",3018,"INEN: Fuel switch medium and high-temp thermal processes to hydrogen and electricity with renewable energy production","Public Administration",0,0.0016,0.0016,2e-04,"INEN"," Fuel switch medium and high-temp thermal processes to hydrogen and electricity with renewable energy production"
"7975","MAR",3018,"INEN: Fuel switch medium and high-temp thermal processes to hydrogen and electricity with renewable energy production","Re-export & Re-import",0,0,0,0,"INEN"," Fuel switch medium and high-temp thermal processes to hydrogen and electricity with renewable energy production"
"7976","MAR",3018,"INEN: Fuel switch medium and high-temp thermal processes to hydrogen and electricity with renewable energy production","Recycling",0,0.0017,0.0017,2e-04,"INEN"," Fuel switch medium and high-temp thermal processes to hydrogen and electricity with renewable energy production"
"7977","MAR",3018,"INEN: Fuel switch medium and high-temp thermal processes to hydrogen and electricity with renewable energy production","Retail Trade",0,0.1077,0.1077,0.0151,"INEN"," Fuel switch medium and high-temp thermal processes to hydrogen and electricity with renewable energy production"
"7978","MAR",3018,"INEN: Fuel switch medium and high-temp thermal processes to hydrogen and electricity with renewable energy production","Textiles and Wearing Apparel",0.022,0.0016,0.0235,0.0033,"INEN"," Fuel switch medium and high-temp thermal processes to hydrogen and electricity with renewable energy production"
"7979","MAR",3018,"INEN: Fuel switch medium and high-temp thermal processes to hydrogen and electricity with renewable energy production","Transport",0.1726,0.1477,0.3203,0.0449,"INEN"," Fuel switch medium and high-temp thermal processes to hydrogen and electricity with renewable energy production"
"7980","MAR",3018,"INEN: Fuel switch medium and high-temp thermal processes to hydrogen and electricity with renewable energy production","Transport Equipment",0.0343,0.0404,0.0747,0.0105,"INEN"," Fuel switch medium and high-temp thermal processes to hydrogen and electricity with renewable energy production"
"7981","MAR",3018,"INEN: Fuel switch medium and high-temp thermal processes to hydrogen and electricity with renewable energy production","Wholesale Trade",0,0.4861,0.4861,0.0681,"INEN"," Fuel switch medium and high-temp thermal processes to hydrogen and electricity with renewable energy production"
"7982","MAR",3018,"INEN: Fuel switch medium and high-temp thermal processes to hydrogen and electricity with renewable energy production","Wood and Paper",0.0474,0.1277,0.175,0.0245,"INEN"," Fuel switch medium and high-temp thermal processes to hydrogen and electricity with renewable energy production"
"7983","MAR",3019,"INEN: Maximize industrial energy efficiency","Agriculture",0,0.0222,0.0222,0.0031,"INEN"," Maximize industrial energy efficiency"
"7984","MAR",3019,"INEN: Maximize industrial energy efficiency","Construction",1.2328,0.0468,1.2796,0.1802,"INEN"," Maximize industrial energy efficiency"
"7985","MAR",3019,"INEN: Maximize industrial energy efficiency","Education, Health and Other Services",0,0.0368,0.0368,0.0052,"INEN"," Maximize industrial energy efficiency"
"7986","MAR",3019,"INEN: Maximize industrial energy efficiency","Electrical and Machinery",2.2933,0.0433,2.3366,0.329,"INEN"," Maximize industrial energy efficiency"
"7987","MAR",3019,"INEN: Maximize industrial energy efficiency","Electricity, Gas and Water",0,0.0755,0.0755,0.0106,"INEN"," Maximize industrial energy efficiency"
"7988","MAR",3019,"INEN: Maximize industrial energy efficiency","Financial Intermediation and Business Activities",0.574,0.4452,1.0192,0.1435,"INEN"," Maximize industrial energy efficiency"
"7989","MAR",3019,"INEN: Maximize industrial energy efficiency","Fishing",0,6e-04,6e-04,1e-04,"INEN"," Maximize industrial energy efficiency"
"7990","MAR",3019,"INEN: Maximize industrial energy efficiency","Food & Beverages",0,0.0013,0.0013,2e-04,"INEN"," Maximize industrial energy efficiency"
"7991","MAR",3019,"INEN: Maximize industrial energy efficiency","Hotels and Restaurants",0,0.0249,0.0249,0.0035,"INEN"," Maximize industrial energy efficiency"
"7992","MAR",3019,"INEN: Maximize industrial energy efficiency","Maintenance and Repair",0,0.0108,0.0108,0.0015,"INEN"," Maximize industrial energy efficiency"
"7993","MAR",3019,"INEN: Maximize industrial energy efficiency","Metal Products",0,0.3464,0.3464,0.0488,"INEN"," Maximize industrial energy efficiency"
"7994","MAR",3019,"INEN: Maximize industrial energy efficiency","Mining and Quarrying",0,0.0095,0.0095,0.0013,"INEN"," Maximize industrial energy efficiency"
"7995","MAR",3019,"INEN: Maximize industrial energy efficiency","Other Manufacturing",0,0.0323,0.0323,0.0045,"INEN"," Maximize industrial energy efficiency"
"7996","MAR",3019,"INEN: Maximize industrial energy efficiency","Others",0,0.0061,0.0061,9e-04,"INEN"," Maximize industrial energy efficiency"
"7997","MAR",3019,"INEN: Maximize industrial energy efficiency","Petroleum, Chemical and Non-Metallic Mineral Products",0,0.1821,0.1821,0.0256,"INEN"," Maximize industrial energy efficiency"
"7998","MAR",3019,"INEN: Maximize industrial energy efficiency","Post and Telecommunications",0.7913,0.1049,0.8962,0.1262,"INEN"," Maximize industrial energy efficiency"
"7999","MAR",3019,"INEN: Maximize industrial energy efficiency","Private Households",0,0,0,0,"INEN"," Maximize industrial energy efficiency"
"8000","MAR",3019,"INEN: Maximize industrial energy efficiency","Public Administration",0,0.0016,0.0016,2e-04,"INEN"," Maximize industrial energy efficiency"
"8001","MAR",3019,"INEN: Maximize industrial energy efficiency","Re-export & Re-import",0,0,0,0,"INEN"," Maximize industrial energy efficiency"
"8002","MAR",3019,"INEN: Maximize industrial energy efficiency","Recycling",0,0.0011,0.0011,2e-04,"INEN"," Maximize industrial energy efficiency"
"8003","MAR",3019,"INEN: Maximize industrial energy efficiency","Retail Trade",0,0.0963,0.0963,0.0136,"INEN"," Maximize industrial energy efficiency"
"8004","MAR",3019,"INEN: Maximize industrial energy efficiency","Textiles and Wearing Apparel",0,0.0014,0.0014,2e-04,"INEN"," Maximize industrial energy efficiency"
"8005","MAR",3019,"INEN: Maximize industrial energy efficiency","Transport",0,0.1217,0.1217,0.0171,"INEN"," Maximize industrial energy efficiency"
"8006","MAR",3019,"INEN: Maximize industrial energy efficiency","Transport Equipment",0,0.0422,0.0422,0.0059,"INEN"," Maximize industrial energy efficiency"
"8007","MAR",3019,"INEN: Maximize industrial energy efficiency","Wholesale Trade",0,0.4456,0.4456,0.0627,"INEN"," Maximize industrial energy efficiency"
"8008","MAR",3019,"INEN: Maximize industrial energy efficiency","Wood and Paper",0,0.1129,0.1129,0.0159,"INEN"," Maximize industrial energy efficiency"
"8009","MAR",3020,"INEN: Maximize industrial energy efficiency with renewable energy production","Agriculture",0.1297,0.0223,0.1521,0.0224,"INEN"," Maximize industrial energy efficiency with renewable energy production"
"8010","MAR",3020,"INEN: Maximize industrial energy efficiency with renewable energy production","Construction",1.1712,0.0517,1.2229,0.1799,"INEN"," Maximize industrial energy efficiency with renewable energy production"
"8011","MAR",3020,"INEN: Maximize industrial energy efficiency with renewable energy production","Education, Health and Other Services",0.2153,0.0346,0.2498,0.0368,"INEN"," Maximize industrial energy efficiency with renewable energy production"
"8012","MAR",3020,"INEN: Maximize industrial energy efficiency with renewable energy production","Electrical and Machinery",1.5136,0.0501,1.5637,0.2301,"INEN"," Maximize industrial energy efficiency with renewable energy production"
"8013","MAR",3020,"INEN: Maximize industrial energy efficiency with renewable energy production","Electricity, Gas and Water",0.0823,0.0797,0.1619,0.0238,"INEN"," Maximize industrial energy efficiency with renewable energy production"
"8014","MAR",3020,"INEN: Maximize industrial energy efficiency with renewable energy production","Financial Intermediation and Business Activities",0.3444,0.4314,0.7758,0.1141,"INEN"," Maximize industrial energy efficiency with renewable energy production"
"8015","MAR",3020,"INEN: Maximize industrial energy efficiency with renewable energy production","Fishing",0,7e-04,7e-04,1e-04,"INEN"," Maximize industrial energy efficiency with renewable energy production"
"8016","MAR",3020,"INEN: Maximize industrial energy efficiency with renewable energy production","Food & Beverages",0,0.0019,0.0019,3e-04,"INEN"," Maximize industrial energy efficiency with renewable energy production"
"8017","MAR",3020,"INEN: Maximize industrial energy efficiency with renewable energy production","Hotels and Restaurants",0,0.0239,0.0239,0.0035,"INEN"," Maximize industrial energy efficiency with renewable energy production"
"8018","MAR",3020,"INEN: Maximize industrial energy efficiency with renewable energy production","Maintenance and Repair",0,0.0096,0.0096,0.0014,"INEN"," Maximize industrial energy efficiency with renewable energy production"
"8019","MAR",3020,"INEN: Maximize industrial energy efficiency with renewable energy production","Metal Products",0.1101,0.2625,0.3726,0.0548,"INEN"," Maximize industrial energy efficiency with renewable energy production"
"8020","MAR",3020,"INEN: Maximize industrial energy efficiency with renewable energy production","Mining and Quarrying",0.0175,0.0172,0.0346,0.0051,"INEN"," Maximize industrial energy efficiency with renewable energy production"
"8021","MAR",3020,"INEN: Maximize industrial energy efficiency with renewable energy production","Other Manufacturing",0,0.0286,0.0286,0.0042,"INEN"," Maximize industrial energy efficiency with renewable energy production"
"8022","MAR",3020,"INEN: Maximize industrial energy efficiency with renewable energy production","Others",0,0.0054,0.0054,8e-04,"INEN"," Maximize industrial energy efficiency with renewable energy production"
"8023","MAR",3020,"INEN: Maximize industrial energy efficiency with renewable energy production","Petroleum, Chemical and Non-Metallic Mineral Products",0.2793,0.1532,0.4325,0.0636,"INEN"," Maximize industrial energy efficiency with renewable energy production"
"8024","MAR",3020,"INEN: Maximize industrial energy efficiency with renewable energy production","Post and Telecommunications",0.6858,0.0923,0.778,0.1145,"INEN"," Maximize industrial energy efficiency with renewable energy production"
"8025","MAR",3020,"INEN: Maximize industrial energy efficiency with renewable energy production","Private Households",0,0,0,0,"INEN"," Maximize industrial energy efficiency with renewable energy production"
"8026","MAR",3020,"INEN: Maximize industrial energy efficiency with renewable energy production","Public Administration",0.065,0.0015,0.0665,0.0098,"INEN"," Maximize industrial energy efficiency with renewable energy production"
"8027","MAR",3020,"INEN: Maximize industrial energy efficiency with renewable energy production","Re-export & Re-import",0,0,0,0,"INEN"," Maximize industrial energy efficiency with renewable energy production"
"8028","MAR",3020,"INEN: Maximize industrial energy efficiency with renewable energy production","Recycling",0,0.0013,0.0013,2e-04,"INEN"," Maximize industrial energy efficiency with renewable energy production"
"8029","MAR",3020,"INEN: Maximize industrial energy efficiency with renewable energy production","Retail Trade",0,0.0915,0.0915,0.0135,"INEN"," Maximize industrial energy efficiency with renewable energy production"
"8030","MAR",3020,"INEN: Maximize industrial energy efficiency with renewable energy production","Textiles and Wearing Apparel",0,0.0013,0.0013,2e-04,"INEN"," Maximize industrial energy efficiency with renewable energy production"
"8031","MAR",3020,"INEN: Maximize industrial energy efficiency with renewable energy production","Transport",0.1726,0.1233,0.2958,0.0435,"INEN"," Maximize industrial energy efficiency with renewable energy production"
"8032","MAR",3020,"INEN: Maximize industrial energy efficiency with renewable energy production","Transport Equipment",0,0.0336,0.0336,0.0049,"INEN"," Maximize industrial energy efficiency with renewable energy production"
"8033","MAR",3020,"INEN: Maximize industrial energy efficiency with renewable energy production","Wholesale Trade",0,0.3854,0.3854,0.0567,"INEN"," Maximize industrial energy efficiency with renewable energy production"
"8034","MAR",3020,"INEN: Maximize industrial energy efficiency with renewable energy production","Wood and Paper",0,0.1068,0.1068,0.0157,"INEN"," Maximize industrial energy efficiency with renewable energy production"
"8035","MAR",3021,"INEN: Maximize industrial production efficiency","Agriculture",0,0.0222,0.0222,0.0031,"INEN"," Maximize industrial production efficiency"
"8036","MAR",3021,"INEN: Maximize industrial production efficiency","Construction",1.2328,0.0468,1.2796,0.1802,"INEN"," Maximize industrial production efficiency"
"8037","MAR",3021,"INEN: Maximize industrial production efficiency","Education, Health and Other Services",0,0.0368,0.0368,0.0052,"INEN"," Maximize industrial production efficiency"
"8038","MAR",3021,"INEN: Maximize industrial production efficiency","Electrical and Machinery",2.2933,0.0433,2.3366,0.329,"INEN"," Maximize industrial production efficiency"
"8039","MAR",3021,"INEN: Maximize industrial production efficiency","Electricity, Gas and Water",0,0.0755,0.0755,0.0106,"INEN"," Maximize industrial production efficiency"
"8040","MAR",3021,"INEN: Maximize industrial production efficiency","Financial Intermediation and Business Activities",0.574,0.4452,1.0192,0.1435,"INEN"," Maximize industrial production efficiency"
"8041","MAR",3021,"INEN: Maximize industrial production efficiency","Fishing",0,6e-04,6e-04,1e-04,"INEN"," Maximize industrial production efficiency"
"8042","MAR",3021,"INEN: Maximize industrial production efficiency","Food & Beverages",0,0.0013,0.0013,2e-04,"INEN"," Maximize industrial production efficiency"
"8043","MAR",3021,"INEN: Maximize industrial production efficiency","Hotels and Restaurants",0,0.0249,0.0249,0.0035,"INEN"," Maximize industrial production efficiency"
"8044","MAR",3021,"INEN: Maximize industrial production efficiency","Maintenance and Repair",0,0.0108,0.0108,0.0015,"INEN"," Maximize industrial production efficiency"
"8045","MAR",3021,"INEN: Maximize industrial production efficiency","Metal Products",0,0.3464,0.3464,0.0488,"INEN"," Maximize industrial production efficiency"
"8046","MAR",3021,"INEN: Maximize industrial production efficiency","Mining and Quarrying",0,0.0095,0.0095,0.0013,"INEN"," Maximize industrial production efficiency"
"8047","MAR",3021,"INEN: Maximize industrial production efficiency","Other Manufacturing",0,0.0323,0.0323,0.0045,"INEN"," Maximize industrial production efficiency"
"8048","MAR",3021,"INEN: Maximize industrial production efficiency","Others",0,0.0061,0.0061,9e-04,"INEN"," Maximize industrial production efficiency"
"8049","MAR",3021,"INEN: Maximize industrial production efficiency","Petroleum, Chemical and Non-Metallic Mineral Products",0,0.1821,0.1821,0.0256,"INEN"," Maximize industrial production efficiency"
"8050","MAR",3021,"INEN: Maximize industrial production efficiency","Post and Telecommunications",0.7913,0.1049,0.8962,0.1262,"INEN"," Maximize industrial production efficiency"
"8051","MAR",3021,"INEN: Maximize industrial production efficiency","Private Households",0,0,0,0,"INEN"," Maximize industrial production efficiency"
"8052","MAR",3021,"INEN: Maximize industrial production efficiency","Public Administration",0,0.0016,0.0016,2e-04,"INEN"," Maximize industrial production efficiency"
"8053","MAR",3021,"INEN: Maximize industrial production efficiency","Re-export & Re-import",0,0,0,0,"INEN"," Maximize industrial production efficiency"
"8054","MAR",3021,"INEN: Maximize industrial production efficiency","Recycling",0,0.0011,0.0011,2e-04,"INEN"," Maximize industrial production efficiency"
"8055","MAR",3021,"INEN: Maximize industrial production efficiency","Retail Trade",0,0.0963,0.0963,0.0136,"INEN"," Maximize industrial production efficiency"
"8056","MAR",3021,"INEN: Maximize industrial production efficiency","Textiles and Wearing Apparel",0,0.0014,0.0014,2e-04,"INEN"," Maximize industrial production efficiency"
"8057","MAR",3021,"INEN: Maximize industrial production efficiency","Transport",0,0.1217,0.1217,0.0171,"INEN"," Maximize industrial production efficiency"
"8058","MAR",3021,"INEN: Maximize industrial production efficiency","Transport Equipment",0,0.0422,0.0422,0.0059,"INEN"," Maximize industrial production efficiency"
"8059","MAR",3021,"INEN: Maximize industrial production efficiency","Wholesale Trade",0,0.4456,0.4456,0.0627,"INEN"," Maximize industrial production efficiency"
"8060","MAR",3021,"INEN: Maximize industrial production efficiency","Wood and Paper",0,0.1129,0.1129,0.0159,"INEN"," Maximize industrial production efficiency"
"8061","MAR",3022,"INEN: Maximize industrial production efficiency with renewable energy production","Agriculture",0.1297,0.0223,0.1521,0.0224,"INEN"," Maximize industrial production efficiency with renewable energy production"
"8062","MAR",3022,"INEN: Maximize industrial production efficiency with renewable energy production","Construction",1.1712,0.0517,1.2229,0.1799,"INEN"," Maximize industrial production efficiency with renewable energy production"
