sector,subsector,transformer_code,transformer_name,transformer_description,transformer_unit,maximum_magnitude,strategy_PFLO_BAU,strategy_PFLO_LEDS,year
0,0,TFR:AGRC:DEC_EXPORTS,0,0,0,0,0,0.36,2043
0,0,TFR:AGRC:DEC_EXPORTS,0,0,0,0,0,0.38,2044
0,0,TFR:AGRC:DEC_EXPORTS,0,0,0,0,0,0.4,2045
0,0,TFR:AGRC:DEC_EXPORTS,0,0,0,0,0,0.42,2046
0,0,TFR:AGRC:DEC_EXPORTS,0,0,0,0,0,0.44,2047
0,0,TFR:AGRC:DEC_EXPORTS,0,0,0,0,0,0.46,2048
0,0,TFR:AGRC:DEC_EXPORTS,0,0,0,0,0,0.48,2049
0,0,TFR:AGRC:DEC_EXPORTS,0,0,0,0,0,0.5,2050
0,0,TFR:CCSQ:INC_CAPTURE,0,0,0,0,0,0,2015
0,0,TFR:CCSQ:INC_CAPTURE,0,0,0,0,0,0,2016
0,0,TFR:CCSQ:INC_CAPTURE,0,0,0,0,0,0,2017
0,0,TFR:CCSQ:INC_CAPTURE,0,0,0,0,0,0,2018
0,0,TFR:CCSQ:INC_CAPTURE,0,0,0,0,0,0,2019
0,0,TFR:CCSQ:INC_CAPTURE,0,0,0,0,0,0,2020
0,0,TFR:CCSQ:INC_CAPTURE,0,0,0,0,0,0,2021
0,0,TFR:CCSQ:INC_CAPTURE,0,0,0,0,0,2.26199605,2022
0,0,TFR:CCSQ:INC_CAPTURE,0,0,0,0,0,5.445304817,2023
0,0,TFR:CCSQ:INC_CAPTURE,0,0,0,0,0,8.401104627,2024
0,0,TFR:CCSQ:INC_CAPTURE,0,0,0,0,0,10.30361023,2025
0,0,TFR:CCSQ:INC_CAPTURE,0,0,0,0,0,11.4147059,2026
0,0,TFR:CCSQ:INC_CAPTURE,0,0,0,0,0,12.16585717,2027
0,0,TFR:CCSQ:INC_CAPTURE,0,0,0,0,0,12.78233778,2028
0,0,TFR:CCSQ:INC_CAPTURE,0,0,0,0,0,13.35187518,2029
0,0,TFR:CCSQ:INC_CAPTURE,0,0,0,0,0,13.90544501,2030
0,0,TFR:CCSQ:INC_CAPTURE,0,0,0,0,0,14.45362846,2031
0,0,TFR:CCSQ:INC_CAPTURE,0,0,0,0,0,15,2032
0,0,TFR:CCSQ:INC_CAPTURE,0,0,0,0,0,15,2033
0,0,TFR:CCSQ:INC_CAPTURE,0,0,0,0,0,15,2034
0,0,TFR:CCSQ:INC_CAPTURE,0,0,0,0,0,15,2035
0,0,TFR:CCSQ:INC_CAPTURE,0,0,0,0,0,15,2036
0,0,TFR:CCSQ:INC_CAPTURE,0,0,0,0,0,15,2037
0,0,TFR:CCSQ:INC_CAPTURE,0,0,0,0,0,15,2038
0,0,TFR:CCSQ:INC_CAPTURE,0,0,0,0,0,15,2039
0,0,TFR:CCSQ:INC_CAPTURE,0,0,0,0,0,15,2040
0,0,TFR:CCSQ:INC_CAPTURE,0,0,0,0,0,15,2041
0,0,TFR:CCSQ:INC_CAPTURE,0,0,0,0,0,15,2042
0,0,TFR:CCSQ:INC_CAPTURE,0,0,0,0,0,15,2043
0,0,TFR:CCSQ:INC_CAPTURE,0,0,0,0,0,15,2044
0,0,TFR:CCSQ:INC_CAPTURE,0,0,0,0,0,15,2045
0,0,TFR:CCSQ:INC_CAPTURE,0,0,0,0,0,15,2046
0,0,TFR:CCSQ:INC_CAPTURE,0,0,0,0,0,15,2047
0,0,TFR:CCSQ:INC_CAPTURE,0,0,0,0,0,15,2048
0,0,TFR:CCSQ:INC_CAPTURE,0,0,0,0,0,15,2049
0,0,TFR:CCSQ:INC_CAPTURE,0,0,0,0,0,15,2050
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0,0,0,2015
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0,0,0,2016
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0,0,0,2017
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0,0,0,2018
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0,0,0,2019
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0,0,0,2020
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0,0,0,2021
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0,0,0,2022
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0,0,0,2023
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0,0,0,2024
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0,0,0,2025
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0,0.0024,0.0036,2026
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0,0.0048,0.0072,2027
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0,0.0072,0.0108,2028
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0,0.0096,0.0144,2029
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0,0.012,0.018,2030
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0,0.0144,0.0216,2031
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0,0.016800000000000002,0.0252,2032
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0,0.0192,0.0288,2033
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0,0.021599999999999998,0.0324,2034
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0,0.024,0.036,2035
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0,0.0264,0.0396,2036
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0,0.0288,0.0432,2037
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0,0.0312,0.0468,2038
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0,0.033600000000000005,0.0504,2039
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0,0.036,0.054,2040
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0,0.0384,0.0576,2041
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0,0.0408,0.0612,2042
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0,0.043199999999999995,0.0648,2043
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0,0.0456,0.0684,2044
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0,0.048,0.072,2045
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0,0.0504,0.0756,2046
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0,0.0528,0.0792,2047
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0,0.0552,0.0828,2048
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0,0.0576,0.0864,2049
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0,0.06,0.09,2050
Energy,ENTC,TFR:ENTC:TARGET_CLEAN_HYDROGEN,ENTC: Clean hydrogen,Set a target for clean hydrogen production. ,Fraction of hydrogen coming from electrolysis.,0,0,0,2015
Energy,ENTC,TFR:ENTC:TARGET_CLEAN_HYDROGEN,ENTC: Clean hydrogen,Set a target for clean hydrogen production. ,Fraction of hydrogen coming from electrolysis.,0,0,0,2016
Energy,ENTC,TFR:ENTC:TARGET_CLEAN_HYDROGEN,ENTC: Clean hydrogen,Set a target for clean hydrogen production. ,Fraction of hydrogen coming from electrolysis.,0,0,0,2017
Energy,ENTC,TFR:ENTC:TARGET_CLEAN_HYDROGEN,ENTC: Clean hydrogen,Set a target for clean hydrogen production. ,Fraction of hydrogen coming from electrolysis.,0,0,0,2018
Energy,ENTC,TFR:ENTC:TARGET_CLEAN_HYDROGEN,ENTC: Clean hydrogen,Set a target for clean hydrogen production. ,Fraction of hydrogen coming from electrolysis.,0,0,0,2019
Energy,ENTC,TFR:ENTC:TARGET_CLEAN_HYDROGEN,ENTC: Clean hydrogen,Set a target for clean hydrogen production. ,Fraction of hydrogen coming from electrolysis.,0,0,0,2020
Energy,ENTC,TFR:ENTC:TARGET_CLEAN_HYDROGEN,ENTC: Clean hydrogen,Set a target for clean hydrogen production. ,Fraction of hydrogen coming from electrolysis.,0,0,0,2021
Energy,ENTC,TFR:ENTC:TARGET_CLEAN_HYDROGEN,ENTC: Clean hydrogen,Set a target for clean hydrogen production. ,Fraction of hydrogen coming from electrolysis.,0,0,0,2022
Energy,ENTC,TFR:ENTC:TARGET_CLEAN_HYDROGEN,ENTC: Clean hydrogen,Set a target for clean hydrogen production. ,Fraction of hydrogen coming from electrolysis.,0,0,0,2023
Energy,ENTC,TFR:ENTC:TARGET_CLEAN_HYDROGEN,ENTC: Clean hydrogen,Set a target for clean hydrogen production. ,Fraction of hydrogen coming from electrolysis.,0,0,0,2024
Energy,ENTC,TFR:ENTC:TARGET_CLEAN_HYDROGEN,ENTC: Clean hydrogen,Set a target for clean hydrogen production. ,Fraction of hydrogen coming from electrolysis.,0,0,0,2025
Energy,ENTC,TFR:ENTC:TARGET_CLEAN_HYDROGEN,ENTC: Clean hydrogen,Set a target for clean hydrogen production. ,Fraction of hydrogen coming from electrolysis.,0,0.0095,0.019,2026
Energy,ENTC,TFR:ENTC:TARGET_CLEAN_HYDROGEN,ENTC: Clean hydrogen,Set a target for clean hydrogen production. ,Fraction of hydrogen coming from electrolysis.,0,0.019,0.038,2027
Energy,ENTC,TFR:ENTC:TARGET_CLEAN_HYDROGEN,ENTC: Clean hydrogen,Set a target for clean hydrogen production. ,Fraction of hydrogen coming from electrolysis.,0,0.0285,0.057,2028
Energy,ENTC,TFR:ENTC:TARGET_CLEAN_HYDROGEN,ENTC: Clean hydrogen,Set a target for clean hydrogen production. ,Fraction of hydrogen coming from electrolysis.,0,0.038,0.076,2029
Energy,ENTC,TFR:ENTC:TARGET_CLEAN_HYDROGEN,ENTC: Clean hydrogen,Set a target for clean hydrogen production. ,Fraction of hydrogen coming from electrolysis.,0,0.0475,0.095,2030
Energy,ENTC,TFR:ENTC:TARGET_CLEAN_HYDROGEN,ENTC: Clean hydrogen,Set a target for clean hydrogen production. ,Fraction of hydrogen coming from electrolysis.,0,0.057,0.114,2031
Energy,ENTC,TFR:ENTC:TARGET_CLEAN_HYDROGEN,ENTC: Clean hydrogen,Set a target for clean hydrogen production. ,Fraction of hydrogen coming from electrolysis.,0,0.0665,0.133,2032
Energy,ENTC,TFR:ENTC:TARGET_CLEAN_HYDROGEN,ENTC: Clean hydrogen,Set a target for clean hydrogen production. ,Fraction of hydrogen coming from electrolysis.,0,0.076,0.152,2033
Energy,ENTC,TFR:ENTC:TARGET_CLEAN_HYDROGEN,ENTC: Clean hydrogen,Set a target for clean hydrogen production. ,Fraction of hydrogen coming from electrolysis.,0,0.0855,0.171,2034
Energy,ENTC,TFR:ENTC:TARGET_CLEAN_HYDROGEN,ENTC: Clean hydrogen,Set a target for clean hydrogen production. ,Fraction of hydrogen coming from electrolysis.,0,0.095,0.19,2035
Energy,ENTC,TFR:ENTC:TARGET_CLEAN_HYDROGEN,ENTC: Clean hydrogen,Set a target for clean hydrogen production. ,Fraction of hydrogen coming from electrolysis.,0,0.1045,0.209,2036
Energy,ENTC,TFR:ENTC:TARGET_CLEAN_HYDROGEN,ENTC: Clean hydrogen,Set a target for clean hydrogen production. ,Fraction of hydrogen coming from electrolysis.,0,0.114,0.228,2037
Energy,ENTC,TFR:ENTC:TARGET_CLEAN_HYDROGEN,ENTC: Clean hydrogen,Set a target for clean hydrogen production. ,Fraction of hydrogen coming from electrolysis.,0,0.1235,0.247,2038
Energy,ENTC,TFR:ENTC:TARGET_CLEAN_HYDROGEN,ENTC: Clean hydrogen,Set a target for clean hydrogen production. ,Fraction of hydrogen coming from electrolysis.,0,0.133,0.266,2039
Energy,ENTC,TFR:ENTC:TARGET_CLEAN_HYDROGEN,ENTC: Clean hydrogen,Set a target for clean hydrogen production. ,Fraction of hydrogen coming from electrolysis.,0,0.1425,0.285,2040
Energy,ENTC,TFR:ENTC:TARGET_CLEAN_HYDROGEN,ENTC: Clean hydrogen,Set a target for clean hydrogen production. ,Fraction of hydrogen coming from electrolysis.,0,0.152,0.304,2041
Energy,ENTC,TFR:ENTC:TARGET_CLEAN_HYDROGEN,ENTC: Clean hydrogen,Set a target for clean hydrogen production. ,Fraction of hydrogen coming from electrolysis.,0,0.1615,0.323,2042
Energy,ENTC,TFR:ENTC:TARGET_CLEAN_HYDROGEN,ENTC: Clean hydrogen,Set a target for clean hydrogen production. ,Fraction of hydrogen coming from electrolysis.,0,0.171,0.342,2043
Energy,ENTC,TFR:ENTC:TARGET_CLEAN_HYDROGEN,ENTC: Clean hydrogen,Set a target for clean hydrogen production. ,Fraction of hydrogen coming from electrolysis.,0,0.1805,0.361,2044
Energy,ENTC,TFR:ENTC:TARGET_CLEAN_HYDROGEN,ENTC: Clean hydrogen,Set a target for clean hydrogen production. ,Fraction of hydrogen coming from electrolysis.,0,0.19,0.38,2045
Energy,ENTC,TFR:ENTC:TARGET_CLEAN_HYDROGEN,ENTC: Clean hydrogen,Set a target for clean hydrogen production. ,Fraction of hydrogen coming from electrolysis.,0,0.1995,0.399,2046
Energy,ENTC,TFR:ENTC:TARGET_CLEAN_HYDROGEN,ENTC: Clean hydrogen,Set a target for clean hydrogen production. ,Fraction of hydrogen coming from electrolysis.,0,0.209,0.418,2047
Energy,ENTC,TFR:ENTC:TARGET_CLEAN_HYDROGEN,ENTC: Clean hydrogen,Set a target for clean hydrogen production. ,Fraction of hydrogen coming from electrolysis.,0,0.2185,0.437,2048
Energy,ENTC,TFR:ENTC:TARGET_CLEAN_HYDROGEN,ENTC: Clean hydrogen,Set a target for clean hydrogen production. ,Fraction of hydrogen coming from electrolysis.,0,0.228,0.456,2049
Energy,ENTC,TFR:ENTC:TARGET_CLEAN_HYDROGEN,ENTC: Clean hydrogen,Set a target for clean hydrogen production. ,Fraction of hydrogen coming from electrolysis.,0,0.2375,0.475,2050
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",0,0,0,2015
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",0,0,0,2016
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",0,0,0,2017
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",0,0,0,2018
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",0,0,0,2019
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",0,0,0,2020
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",0,0,0,2021
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",0,0,0,2022
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",0,0,0,2023
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",0,0.025617178,0.025398852,2024
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",0,0.051299054,0.052599375,2025
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",0,0.077097697,0.086490255,2026
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",0,0.103106717,0.143821298,2027
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",0,0.129493594,0.268180181,2028
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",0,0.156555324,0.495,2029
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",0,0.184810207,0.721819819,2030
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",0,0.215136668,0.846178702,2031
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",0,0.248945445,0.903509745,2032
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",0,0.288283661,0.937400625,2033
