strategy,main_country,total_investment_kUSD,total_demand_kUSD,total_output_kUSD,total_jobs,jobs_per_M_investment,output_multiplier
Strategy_1015_BGR,BGR,1000.000000000001,1000.0000000000007,2189.0852697397872,69.55318018461851,69.55318018461844,2.1890852697397856
Strategy_1015_BLZ,BLZ,1000.000000000001,462.8571428571432,976.4257064184567,28.080683261894052,28.08068326189402,2.1095617113978986
Strategy_1015_EGY,EGY,1000.000000000001,1000.0000000000009,1837.6348514224096,87.09835486933976,87.09835486933966,1.837634851422408
Strategy_1015_LBY,LBY,1000.000000000001,865.7142857142865,1471.1723418300219,188.5936220953636,188.5936220953634,1.6993739922128952
Strategy_1015_MAR,MAR,1000.000000000001,940.238095238096,1671.8224179441036,77.31839714222615,77.31839714222606,1.7780841112598706
Strategy_1015_MEX,MEX,1000.000000000001,940.238095238096,1812.4522350368466,54.45880165634689,54.45880165634683,1.9276524150809697
Strategy_1015_UGA,UGA,1000.000000000001,776.1904761904768,1284.7238326373888,224.85990910060968,224.85990910060943,1.6551656739500087
Strategy_1016_BGR,BGR,1000.0,1000.0000000000001,2542.5095994682683,27.94369271974175,27.94369271974175,2.5425095994682683
Strategy_1016_BLZ,BLZ,1000.0,908.5714285714286,2322.961247948724,32.036837558492905,32.036837558492905,2.5567183546605454
Strategy_1016_EGY,EGY,1000.0,1000.0000000000002,2284.1954013578193,34.330893539342824,34.330893539342824,2.284195401357819
Strategy_1016_LBY,LBY,1000.0,977.1428571428572,3704.4397146324973,55.79474762441704,55.79474762441704,3.791093275208696
Strategy_1016_MAR,MAR,1000.0,992.3809523809523,2346.0591497546216,29.242295091977358,29.242295091977358,2.3640711201941964
Strategy_1016_MEX,MEX,1000.0,992.3809523809525,2297.351256212284,21.633715649444856,21.633715649444856,2.3149892696956793
Strategy_1016_UGA,UGA,1000.0,961.9047619047619,1964.6038941244688,139.10557121100425,139.10557121100425,2.0424099889412792
Strategy_1017_BGR,BGR,1000.0,1000.0000000000001,2542.5095994682683,27.94369271974175,27.94369271974175,2.5425095994682683
Strategy_1017_BLZ,BLZ,1000.0,908.5714285714286,2322.961247948724,32.036837558492905,32.036837558492905,2.5567183546605454
Strategy_1017_EGY,EGY,1000.0,1000.0000000000002,2284.1954013578193,34.330893539342824,34.330893539342824,2.284195401357819
Strategy_1017_LBY,LBY,1000.0,977.1428571428572,3704.4397146324973,55.79474762441704,55.79474762441704,3.791093275208696
Strategy_1017_MAR,MAR,1000.0,992.3809523809523,2346.0591497546216,29.242295091977358,29.242295091977358,2.3640711201941964
Strategy_1017_MEX,MEX,1000.0,992.3809523809525,2297.351256212284,21.633715649444856,21.633715649444856,2.3149892696956793
Strategy_1017_UGA,UGA,1000.0,961.9047619047619,1964.6038941244688,139.10557121100425,139.10557121100425,2.0424099889412792
Strategy_1018_BGR,BGR,1000.0,1000.0000000000001,2542.5095994682683,27.94369271974175,27.94369271974175,2.5425095994682683
Strategy_1018_BLZ,BLZ,1000.0,908.5714285714286,2322.961247948724,32.036837558492905,32.036837558492905,2.5567183546605454
Strategy_1018_EGY,EGY,1000.0,1000.0000000000002,2284.1954013578193,34.330893539342824,34.330893539342824,2.284195401357819
Strategy_1018_LBY,LBY,1000.0,977.1428571428572,3704.4397146324973,55.79474762441704,55.79474762441704,3.791093275208696
Strategy_1018_MAR,MAR,1000.0,992.3809523809523,2346.0591497546216,29.242295091977358,29.242295091977358,2.3640711201941964
Strategy_1018_MEX,MEX,1000.0,992.3809523809525,2297.351256212284,21.633715649444856,21.633715649444856,2.3149892696956793
Strategy_1018_UGA,UGA,1000.0,961.9047619047619,1964.6038941244688,139.10557121100425,139.10557121100425,2.0424099889412792
Strategy_1019_BGR,BGR,1000.0,1000.0000000000001,2542.5095994682683,27.94369271974175,27.94369271974175,2.5425095994682683
Strategy_1019_BLZ,BLZ,1000.0,908.5714285714286,2322.961247948724,32.036837558492905,32.036837558492905,2.5567183546605454
Strategy_1019_EGY,EGY,1000.0,1000.0000000000002,2284.1954013578193,34.330893539342824,34.330893539342824,2.284195401357819
Strategy_1019_LBY,LBY,1000.0,977.1428571428572,3704.4397146324973,55.79474762441704,55.79474762441704,3.791093275208696
Strategy_1019_MAR,MAR,1000.0,992.3809523809523,2346.0591497546216,29.242295091977358,29.242295091977358,2.3640711201941964
Strategy_1019_MEX,MEX,1000.0,992.3809523809525,2297.351256212284,21.633715649444856,21.633715649444856,2.3149892696956793
Strategy_1019_UGA,UGA,1000.0,961.9047619047619,1964.6038941244688,139.10557121100425,139.10557121100425,2.0424099889412792
Strategy_1020_BGR,BGR,1000.0000000000005,1000.0000000000005,2427.7816140623163,44.66684863274661,44.666848632746586,2.427781614062315
Strategy_1020_BLZ,BLZ,1000.0000000000005,731.4285714285716,1863.1507636889169,27.91464454108728,27.91464454108727,2.5472764347309407
Strategy_1020_EGY,EGY,1000.0000000000005,1000.0000000000003,2187.587637689605,54.60730733196931,54.60730733196929,2.187587637689604
Strategy_1020_LBY,LBY,1000.0000000000005,932.8571428571432,2758.050184375993,110.491619489224,110.49161948922395,2.9565622190860554
Strategy_1020_MAR,MAR,1000.0000000000005,977.6190476190479,2127.6653125994517,48.065750895021466,48.065750895021445,2.1763746500043095
Strategy_1020_MEX,MEX,1000.0000000000005,977.619047619048,2185.2464974321842,35.13408438253027,35.134084382530254,2.2352740597211813
Strategy_1020_UGA,UGA,1000.0000000000005,888.0952380952384,1836.944216992786,162.52542097869681,162.52542097869673,2.0684090379007234
Strategy_1024_BGR,BGR,999.9999999999995,999.9999999999995,2222.5485026574593,72.8414206473059,72.84142064730592,2.2225485026574603
Strategy_1024_BLZ,BLZ,999.9999999999995,428.57142857142844,928.6386863562802,27.955825899990423,27.955825899990433,2.166823601497988
Strategy_1024_EGY,EGY,999.9999999999995,999.9999999999995,1849.979142676475,91.30697730906516,91.3069773090652,1.8499791426764758
Strategy_1024_LBY,LBY,999.9999999999995,857.1428571428567,1458.6470376230452,199.4931960509501,199.4931960509502,1.7017548772268871
Strategy_1024_MAR,MAR,999.9999999999995,952.3809523809521,1702.9139060606703,81.38405490871187,81.38405490871192,1.7880596013637045
Strategy_1024_MEX,MEX,999.9999999999995,952.380952380952,1852.2675029638242,57.06899177276354,57.06899177276357,1.9448808781120164
Strategy_1024_UGA,UGA,999.9999999999995,761.9047619047617,1260.640689757357,237.99749741009353,237.99749741009364,1.6545909053065315
Strategy_1026_BGR,BGR,999.9999999999998,1000.0000000000001,2409.084352563283,40.17432608327484,40.17432608327485,2.409084352563283
Strategy_1026_BLZ,BLZ,999.9999999999998,799.9999999999997,2030.4573529770134,22.753678681909314,22.753678681909317,2.5380716912212677
Strategy_1026_EGY,EGY,999.9999999999998,1000.0000000000002,2197.5526003656137,48.25406464700245,48.254064647002465,2.197552600365613
Strategy_1026_LBY,LBY,999.9999999999998,950.0000000000001,2078.8138519771237,90.51990055045437,90.51990055045438,2.1882251073443406
Strategy_1026_MAR,MAR,999.9999999999998,983.3333333333335,2221.7954859028764,42.76884151623637,42.76884151623638,2.2594530365113994
Strategy_1026_MEX,MEX,999.9999999999998,983.3333333333335,2315.1401356945853,32.85602880553233,32.85602880553234,2.354379799011442
Strategy_1026_UGA,UGA,999.9999999999998,916.6666666666669,2128.577323556921,98.31471606524562,98.31471606524565,2.322084352971186
Strategy_2002_BGR,BGR,1000.0,1000.0,2419.9652876071596,16.21540302107472,16.21540302107472,2.4199652876071593
Strategy_2002_BLZ,BLZ,1000.0,1000.0,2446.704185404824,23.395541201726783,23.395541201726783,2.446704185404824
Strategy_2002_EGY,EGY,1000.0,1000.0000000000001,2339.5903856541954,17.560303818020103,17.560303818020103,2.339590385654195
Strategy_2002_LBY,LBY,1000.0,1000.0000000000001,2955.065225981779,19.323537469029166,19.323537469029166,2.9550652259817785
Strategy_2002_MAR,MAR,1000.0,1000.0,2373.004036922725,16.118228153750668,16.118228153750668,2.3730040369227248
Strategy_2002_MEX,MEX,1000.0,991.6666666666666,2342.390280735513,14.81672693960585,14.81672693960585,2.362074232674467
Strategy_2002_UGA,UGA,1000.0,983.3333333333335,2212.133351710701,50.79725982323873,50.79725982323873,2.249627137332916
Strategy_2003_BGR,BGR,999.9999999999999,999.9999999999999,2451.4267693965944,19.408449881106634,19.408449881106637,2.4514267693965945
Strategy_2003_BLZ,BLZ,999.9999999999999,999.9999999999999,2440.8106619505015,38.164549613196066,38.16454961319607,2.440810661950502
Strategy_2003_EGY,EGY,999.9999999999999,999.9999999999999,2221.533653800471,23.527971091994406,23.52797109199441,2.221533653800471
Strategy_2003_LBY,LBY,999.9999999999999,999.9999999999999,3998.1576254697084,28.552272073919127,28.55227207391913,3.998157625469709
Strategy_2003_MAR,MAR,999.9999999999999,1000.0,2315.1638002816953,19.479103168075696,19.4791031680757,2.315163800281695
Strategy_2003_MEX,MEX,999.9999999999999,999.9999999999999,2225.8891808150825,14.714671964086053,14.714671964086055,2.225889180815083
Strategy_2003_UGA,UGA,999.9999999999999,1000.0,1940.9775312648162,132.53445813778023,132.53445813778026,1.9409775312648163
Strategy_2005_BGR,BGR,1000.0000000000001,1000.0000000000001,2526.5873024377747,20.948756602544876,20.948756602544872,2.5265873024377745
Strategy_2005_BLZ,BLZ,1000.0000000000001,1000.0000000000001,2427.571216367253,39.303603492089934,39.30360349208993,2.4275712163672525
Strategy_2005_EGY,EGY,1000.0000000000001,1000.0,2154.3114045088023,27.243927405676878,27.24392740567687,2.1543114045088023
Strategy_2005_LBY,LBY,1000.0000000000001,1000.0000000000001,3993.4401376076867,27.813036166196166,27.81303616619616,3.9934401376076862
Strategy_2005_MAR,MAR,1000.0000000000001,1000.0000000000002,2379.3609603420746,22.116659785213756,22.116659785213752,2.379360960342074
Strategy_2005_MEX,MEX,1000.0000000000001,1000.0000000000001,2249.125409732344,15.589353819101186,15.589353819101182,2.249125409732344
Strategy_2005_UGA,UGA,1000.0000000000001,1000.0000000000001,1848.844323401599,138.34779526578856,138.34779526578853,1.8488443234015988
Strategy_2006_BGR,BGR,1000.0,1000.0,2512.1544707060884,21.66988754501896,21.66988754501896,2.5121544707060885
Strategy_2006_BLZ,BLZ,1000.0,1000.0,2411.3669431414405,38.84447830731256,38.84447830731256,2.4113669431414406
Strategy_2006_EGY,EGY,1000.0,1000.0,2127.429865991058,28.52321287158658,28.52321287158658,2.1274298659910578
Strategy_2006_LBY,LBY,1000.0,1000.0000000000001,4016.6235693661615,28.73201477480687,28.73201477480687,4.016623569366161
Strategy_2006_MAR,MAR,1000.0,962.5,2289.654706753548,22.08854965205449,22.08854965205449,2.3788620329906993
Strategy_2006_MEX,MEX,1000.0,962.4999999999999,2154.3382892429895,15.506556771959417,15.506556771959417,2.238273547265444
Strategy_2006_UGA,UGA,1000.0,1000.0,1823.020933755406,136.0310010113883,136.0310010113883,1.823020933755406
Strategy_2007_BGR,BGR,1000.0000000000001,1000.0000000000001,2526.5873024377747,20.948756602544876,20.948756602544872,2.5265873024377745
Strategy_2007_BLZ,BLZ,1000.0000000000001,1000.0000000000001,2427.571216367253,39.303603492089934,39.30360349208993,2.4275712163672525
Strategy_2007_EGY,EGY,1000.0000000000001,1000.0,2154.3114045088023,27.243927405676878,27.24392740567687,2.1543114045088023
Strategy_2007_LBY,LBY,1000.0000000000001,1000.0000000000001,3993.4401376076867,27.813036166196166,27.81303616619616,3.9934401376076862
Strategy_2007_MAR,MAR,1000.0000000000001,1000.0000000000002,2379.3609603420746,22.116659785213756,22.116659785213752,2.379360960342074
Strategy_2007_MEX,MEX,1000.0000000000001,1000.0000000000001,2249.125409732344,15.589353819101186,15.589353819101182,2.249125409732344
Strategy_2007_UGA,UGA,1000.0000000000001,1000.0000000000001,1848.844323401599,138.34779526578856,138.34779526578853,1.8488443234015988
Strategy_2009_BGR,BGR,1000.0,1000.0,2419.9652876071596,16.21540302107472,16.21540302107472,2.4199652876071593
Strategy_2009_BLZ,BLZ,1000.0,1000.0,2446.704185404824,23.395541201726783,23.395541201726783,2.446704185404824
Strategy_2009_EGY,EGY,1000.0,1000.0000000000001,2339.5903856541954,17.560303818020103,17.560303818020103,2.339590385654195
Strategy_2009_LBY,LBY,1000.0,1000.0000000000001,2955.065225981779,19.323537469029166,19.323537469029166,2.9550652259817785
Strategy_2009_MAR,MAR,1000.0,1000.0,2373.004036922725,16.118228153750668,16.118228153750668,2.3730040369227248
Strategy_2009_MEX,MEX,1000.0,991.6666666666666,2342.390280735513,14.81672693960585,14.81672693960585,2.362074232674467
Strategy_2009_UGA,UGA,1000.0,983.3333333333335,2212.133351710701,50.79725982323873,50.79725982323873,2.249627137332916
Strategy_2011_BGR,BGR,1000.0,1000.0000000000001,2576.701047642059,18.93656310982948,18.93656310982948,2.576701047642059
Strategy_2011_BLZ,BLZ,1000.0,1000.0,2565.353240796533,31.514876536872983,31.514876536872983,2.565353240796533
Strategy_2011_EGY,EGY,1000.0,999.9999999999999,2358.6004506278896,22.698125422014908,22.698125422014908,2.3586004506278897
Strategy_2011_LBY,LBY,1000.0,1000.0000000000001,3957.3343687942047,27.040705805727065,27.040705805727065,3.9573343687942044
Strategy_2011_MAR,MAR,1000.0,1000.0,2454.3452605712955,18.89803954547211,18.89803954547211,2.4543452605712957
Strategy_2011_MEX,MEX,1000.0,1000.0,2377.4675534494313,14.88849573243127,14.88849573243127,2.3774675534494314
Strategy_2011_UGA,UGA,1000.0,999.9999999999999,2115.079176655132,110.48927766052965,110.48927766052965,2.115079176655132
Strategy_2012_BGR,BGR,1000.0,1000.0,2419.9652876071596,16.21540302107472,16.21540302107472,2.4199652876071593
Strategy_2012_BLZ,BLZ,1000.0,1000.0,2446.704185404824,23.395541201726783,23.395541201726783,2.446704185404824
Strategy_2012_EGY,EGY,1000.0,1000.0000000000001,2339.5903856541954,17.560303818020103,17.560303818020103,2.339590385654195
Strategy_2012_LBY,LBY,1000.0,1000.0000000000001,2955.065225981779,19.323537469029166,19.323537469029166,2.9550652259817785
Strategy_2012_MAR,MAR,1000.0,1000.0,2373.004036922725,16.118228153750668,16.118228153750668,2.3730040369227248
Strategy_2012_MEX,MEX,1000.0,991.6666666666666,2342.390280735513,14.81672693960585,14.81672693960585,2.362074232674467
Strategy_2012_UGA,UGA,1000.0,983.3333333333335,2212.133351710701,50.79725982323873,50.79725982323873,2.249627137332916
Strategy_2013_BGR,BGR,1000.0,1000.0,2332.7053569509294,22.938245440106375,22.938245440106375,2.3327053569509295
Strategy_2013_BLZ,BLZ,1000.0,994.2857142857142,2314.8909505759707,27.61193122100034,27.61193122100034,2.3281949215562925
Strategy_2013_EGY,EGY,1000.0,1000.0,2249.2790477020467,24.284380549631486,24.284380549631486,2.249279047702047
Strategy_2013_LBY,LBY,1000.0,998.5714285714283,2869.7761200750288,143.2646626881886,143.2646626881886,2.8738816653111883
Strategy_2013_MAR,MAR,1000.0,999.5238095238095,2257.0817892861055,42.73197446619229,42.73197446619229,2.258157102191911
Strategy_2013_MEX,MEX,1000.0,994.5238095238096,2266.698478891196,19.738609803429107,19.738609803429107,2.279179701063687
Strategy_2013_UGA,UGA,1000.0,987.6190476190476,2119.4786643230186,74.36351438886585,74.36351438886585,2.146048792226779
Strategy_2014_BGR,BGR,1000.0000000000001,998.8235294117646,2302.6126383017895,19.361189486938265,19.36118948693826,2.305324785107799
Strategy_2014_BLZ,BLZ,1000.0000000000003,994.2857142857142,2241.8329944201287,35.6214333216945,35.62143332169448,2.25471709208921
Strategy_2014_EGY,EGY,1000.0000000000002,1000.0,2157.7364483871925,22.51164304002543,22.511643040025426,2.1577364483871926
Strategy_2014_LBY,LBY,1000.0000000000002,1000.0,3338.8837451095305,26.073237195146056,26.07323719514605,3.3388837451095306
Strategy_2014_MAR,MAR,999.9999999999994,998.2352941176471,2206.5042308416705,19.502416783577385,19.502416783577395,2.21040494545129
Strategy_2014_MEX,MEX,999.9999999999995,996.6666666666665,2206.0750796280795,16.566095865096162,16.56609586509617,2.2134532571519197
Strategy_2014_UGA,UGA,999.9999999999997,999.9999999999998,1932.632190217646,99.86849678004671,99.86849678004674,1.9326321902176464
Strategy_2015_BGR,BGR,1000.0,1000.0,2389.42354876362,26.662684811166546,26.662684811166546,2.38942354876362
Strategy_2015_BLZ,BLZ,1000.0,999.9999999999999,2380.740714320844,33.241532319902085,33.241532319902085,2.380740714320844
Strategy_2015_EGY,EGY,1000.0,1000.0,2240.781407152738,26.780763228726702,26.780763228726702,2.2407814071527383
Strategy_2015_LBY,LBY,1000.0,1000.0,3225.2390774335695,202.09967036445138,202.09967036445138,3.2252390774335695
Strategy_2015_MAR,MAR,1000.0,1000.0,2270.2825985167815,55.71455104588282,55.71455104588282,2.2702825985167814
Strategy_2015_MEX,MEX,1000.0,970.0,2181.17506342176,20.725091042319285,20.725091042319285,2.2486340860018146
Strategy_2015_UGA,UGA,1000.0,939.9999999999999,1931.5762896528613,97.47111742789923,97.47111742789923,2.054868393247725
Strategy_3001_BGR,BGR,999.9999999999999,998.8235294117646,2611.507918418216,20.331768814574716,20.33176881457472,2.6145838994764237
Strategy_3001_BLZ,BLZ,1000.0,994.2857142857143,2597.5142360546633,34.03728757759488,34.03728757759488,2.6124424787906095
Strategy_3001_EGY,EGY,1000.0,1000.0000000000001,2399.1290778438783,24.328719681863262,24.328719681863262,2.399129077843878
Strategy_3001_LBY,LBY,1000.0,1000.0000000000001,4206.721085122549,31.56040702312093,31.56040702312093,4.206721085122549
Strategy_3001_MAR,MAR,1000.0,998.2352941176471,2465.3512884890715,20.189471154124924,20.189471154124924,2.469709599547096
Strategy_3001_MEX,MEX,1000.0,995.0,2391.6789442100844,15.462148133884074,15.462148133884074,2.403697431366919
Strategy_3001_UGA,UGA,1000.0,1000.0,2095.7314569757564,130.61350117503207,130.61350117503207,2.0957314569757566
Strategy_3002_BGR,BGR,1000.0,1000.0000000000001,2621.401878432165,20.814851687622216,20.814851687622216,2.621401878432165
Strategy_3002_BLZ,BLZ,1000.0,994.2857142857143,2611.1524552102715,34.52518652096222,34.52518652096222,2.6261590785160775
Strategy_3002_EGY,EGY,1000.0,999.9999999999999,2385.8664926622264,25.121119106738348,25.121119106738348,2.3858664926622266
Strategy_3002_LBY,LBY,1000.0,998.5714285714286,4328.3517186518675,33.38152927616079,33.38152927616079,4.33454392425795
Strategy_3002_MAR,MAR,1000.0,999.5238095238096,2468.7418456358664,20.44991573780771,20.44991573780771,2.469917997063039
Strategy_3002_MEX,MEX,1000.0,997.8571428571431,2383.4881958807214,15.522739589050769,15.522739589050769,2.3886066386778877
Strategy_3002_UGA,UGA,1000.0,994.2857142857143,2096.4643615350137,133.40740691027347,133.40740691027347,2.108513007290962
Strategy_3003_BGR,BGR,1000.0000000000003,998.8235294117648,2424.3998891653096,24.906126285770046,24.906126285770036,2.4272554838521945
Strategy_3003_BLZ,BLZ,1000.0,938.3380018674144,2241.1893709916512,30.620831263364458,30.620831263364458,2.3884670199132865
Strategy_3003_EGY,EGY,999.9999999999991,999.9999999999993,2202.4649242801943,29.911313572163852,29.911313572163877,2.202464924280196
Strategy_3003_LBY,LBY,999.9999999999994,985.0420168067225,3048.236468736047,40.60091382280055,40.60091382280057,3.09452431137681
Strategy_3003_MAR,MAR,1000.0000000000007,990.0140056022417,2292.787890149856,25.80537031887776,25.805370318877742,2.3159146003748865
Strategy_3003_MEX,MEX,999.9999999999991,977.8571428571422,2264.1688256643524,20.617173602078267,20.617173602078285,2.315439266566907
Strategy_3003_UGA,UGA,999.9999999999998,957.6190476190477,1987.8923383026215,103.0446055601203,103.04460556012033,2.0758696720216334
Strategy_3005_BGR,BGR,1000.0,1000.0000000000001,2685.995451847743,20.35744710692339,20.35744710692339,2.6859954518477425
Strategy_3005_BLZ,BLZ,1000.0,1000.0,2684.338462858685,35.740874930140585,35.740874930140585,2.684338462858685
Strategy_3005_EGY,EGY,1000.0,1000.0000000000001,2431.703946461256,24.828671980152333,24.828671980152333,2.4317039464612553
Strategy_3005_LBY,LBY,1000.0,1000.0,4690.307733998508,32.86721772803372,32.86721772803372,4.690307733998508
Strategy_3005_MAR,MAR,1000.0,1000.0,2515.8090928765014,19.815705042489217,19.815705042489217,2.5158090928765016
Strategy_3005_MEX,MEX,1000.0,1000.0,2411.870153592679,14.649072501376748,14.649072501376748,2.411870153592679
Strategy_3005_UGA,UGA,1000.0,1000.0,2096.2620246100873,147.0021078801702,147.0021078801702,2.096262024610087
Strategy_3006_BGR,BGR,1000.0,999.9999999999998,2570.729587803166,22.639447311309482,22.639447311309482,2.5707295878031666
Strategy_3006_BLZ,BLZ,1000.0,972.6984126984127,2482.5478854462276,33.15397457681112,33.15397457681112,2.5522277542936087
Strategy_3006_EGY,EGY,1000.0,999.9999999999999,2328.527946380444,27.298050527928762,27.298050527928762,2.3285279463804445
Strategy_3006_LBY,LBY,1000.0,994.2857142857142,3946.326696263234,36.91725799643454,36.91725799643454,3.9690067347475058
Strategy_3006_MAR,MAR,1000.0,995.595238095238,2418.444204453965,22.70636589450308,22.70636589450308,2.4291440054302655
Strategy_3006_MEX,MEX,1000.0,988.9285714285713,2345.2212969915136,17.478123062728848,17.478123062728848,2.371476934480404
Strategy_3006_UGA,UGA,1000.0,977.1428571428569,2052.558289044039,125.74287739199572,125.74287739199572,2.100571348436883
